# name                                                 (un)dir    (un)weighted    uni/bi-partite    selfloops    multiedges    nbVertices    nbEdges        density    bindensity    averageDegree                                                      tags             weightTag                                                                                          url
macaque_neural                                      undirected      unweighted        unipartite  noselfloops    multiedges            47        505    0.46716       0.289547           21.4894                                       Biological,Connectome                  None                                                https://sites.google.com/site/bctnet/datasets
macaques                                              directed        weighted        unipartite  noselfloops  nomultiedges            62       1187    0.313855      0.308793           19.1452                                               Social,Animal                weight                                                         http://konect.cc/networks/moreno_mac
malaria_genes_HVR_1                                 undirected      unweighted        unipartite  noselfloops  nomultiedges           307       2812    0.0598667     0.0598667          18.3192                    Biological,Genetic,Projection,Multilayer                  None                             https://github.com/dblarremore/data_malaria_PLOSCompBiology_2013
malaria_genes_HVR_2                                 undirected      unweighted        unipartite  noselfloops  nomultiedges           307       1446    0.030785      0.030785            9.4202                    Biological,Genetic,Projection,Multilayer                  None                             https://github.com/dblarremore/data_malaria_PLOSCompBiology_2013
malaria_genes_HVR_3                                 undirected      unweighted        unipartite  noselfloops  nomultiedges           307        659    0.0140299     0.0140299           4.29316                   Biological,Genetic,Projection,Multilayer                  None                             https://github.com/dblarremore/data_malaria_PLOSCompBiology_2013
malaria_genes_HVR_4                                 undirected      unweighted        unipartite  noselfloops  nomultiedges           307       1214    0.0258457     0.0258457           7.90879                   Biological,Genetic,Projection,Multilayer                  None                             https://github.com/dblarremore/data_malaria_PLOSCompBiology_2013
malaria_genes_HVR_5                                 undirected      unweighted        unipartite  noselfloops  nomultiedges           307       2684    0.0571416     0.0571416          17.4853                    Biological,Genetic,Projection,Multilayer                  None                             https://github.com/dblarremore/data_malaria_PLOSCompBiology_2013
malaria_genes_HVR_6                                 undirected      unweighted        unipartite  noselfloops  nomultiedges           307       3263    0.0694684     0.0694684          21.2573                    Biological,Genetic,Projection,Multilayer                  None                             https://github.com/dblarremore/data_malaria_PLOSCompBiology_2013
malaria_genes_HVR_7                                 undirected      unweighted        unipartite  noselfloops  nomultiedges           307      11688    0.248834      0.248834           76.1433                    Biological,Genetic,Projection,Multilayer                  None                             https://github.com/dblarremore/data_malaria_PLOSCompBiology_2013
malaria_genes_HVR_8                                 undirected      unweighted        unipartite  noselfloops  nomultiedges           307       3961    0.0843286     0.0843286          25.8046                    Biological,Genetic,Projection,Multilayer                  None                             https://github.com/dblarremore/data_malaria_PLOSCompBiology_2013
malaria_genes_HVR_9                                 undirected      unweighted        unipartite  noselfloops  nomultiedges           307       7579    0.161355      0.161355           49.3746                    Biological,Genetic,Projection,Multilayer                  None                             https://github.com/dblarremore/data_malaria_PLOSCompBiology_2013
malaria_genes_combined                              undirected      unweighted        unipartite  noselfloops    multiedges           307      35306    0.751655      0.466266          230.007                     Biological,Genetic,Projection,Multilayer                  None                             https://github.com/dblarremore/data_malaria_PLOSCompBiology_2013
marvel_partnerships                                 undirected      unweighted        unipartite  noselfloops  nomultiedges           350        346    0.00566517    0.00566517          1.97714                                           Social,Fictional                  None                                                                            http://ix.io/1omF
marvel_universe                                     undirected      unweighted        unipartite  noselfloops  nomultiedges         19428      95497    0.000506041   0.000506041         9.83086                                           Social,Fictional                  None                                             http://bioinfo.uib.es/~joemiro/marvel/porgat.txt
messal_shale                                          directed        weighted        unipartite    selfloops  nomultiedges           700       6444    0.0131698     0.0131698           9.20571                               Biological,FoodWeb,Uncertain                  None                                        http://datadryad.org/resource/doi:10.5061/dryad.ps0f0
montreal                                            undirected      unweighted        unipartite  noselfloops  nomultiedges            35         78    0.131092      0.131092            4.45714                                         Social,Affiliation                  None    https://sites.google.com/site/ucinetsoftware/datasets/covert-networks/montrealstreetgangs
moreno_sheep                                          directed        weighted        unipartite  noselfloops  nomultiedges            28        250    0.330688      0.318878            8.92857                                              Social,Animal                weight                                                       http://konect.cc/networks/moreno_sheep
netscience                                          undirected        weighted        unipartite  noselfloops  nomultiedges          1589       2742    0.00217332    0.00217332          3.45123                            Social,Collaboration,Projection                 value                                                 http://www-personal.umich.edu/~mejn/netdata/
new_guinea_tribes                                   undirected      unweighted        unipartite  noselfloops  nomultiedges            16         58    0.483333      0.483333            7.25                                         Social,Offline,Signed                  None                                                       http://konect.cc/networks/ucidata-gama
new_zealand_collab                                  undirected        weighted        unipartite  noselfloops  nomultiedges          1511       4273    0.0037456     0.0037456           5.65586                                       Social,Collaboration                weight                                                  https://doi.org/10.6084/m9.figshare.5705167
november17                                          undirected      unweighted        unipartite  noselfloops  nomultiedges            22         66    0.285714      0.285714            6                                                   Social,Offline                  None          https://sites.google.com/site/ucinetsoftware/datasets/covert-networks/rhodesbombing
openflights                                           directed        weighted        unipartite    selfloops    multiedges          3214      66771    0.00646593    0.00357398         20.775                                       Transportation,Airport                  None                                                            https://openflights.org/data.html
packet_delays                                         directed        weighted        unipartite    selfloops    multiedges            10       9567  106.3           1.11111           956.7                                    Technological,Communication                  None                                             http://math.bu.edu/people/kolaczyk/datasets.html
physician_trust                                       directed      unweighted        unipartite  noselfloops  nomultiedges           241       1098    0.0189834     0.0189046           4.55602                                             Social,Offline                  None                                                  http://konect.cc/networks/moreno_innovation
physics_collab_arXiv                                undirected        weighted        unipartite  noselfloops    multiedges         14488      59026    0.000562453   0.000335179         8.14826                 Social,Collaboration,Multilayer,Projection                weight                                                        https://manliodedomenico.com/data.php
physics_collab_pierreAuger                          undirected        weighted        unipartite  noselfloops    multiedges           514       7153    0.0542547     0.0491653          27.8327                  Social,Collaboration,Multilayer,Projection                weight                                                        https://manliodedomenico.com/data.php
plant_pol_kato                                      undirected        weighted         bipartite  noselfloops  nomultiedges           772       1206    0.00405234    0.00405234          3.12435                                         Biological,Foodweb                 count                                              https://iwdb.nceas.ucsb.edu/html/kato_1990.html
plant_pol_robertson                                 undirected      unweighted         bipartite  noselfloops    multiedges          1884      15265    0.00860589    0.00860025         16.2049                                          Biological,Foodweb                  None                                         https://iwdb.nceas.ucsb.edu/html/robertson_1929.html
plant_pol_vazquez_All_sites_pooled                  undirected        weighted         bipartite  noselfloops  nomultiedges           144        164    0.0159285     0.0159285           2.27778                              Biological,Foodweb,Multilayer                 count                                           https://iwdb.nceas.ucsb.edu/html/vazquez_2002.html
plant_pol_vazquez_Arroyo_Goye                       undirected        weighted         bipartite  noselfloops  nomultiedges           144         43    0.00417638    0.00417638          0.597222                             Biological,Foodweb,Multilayer                 count                                           https://iwdb.nceas.ucsb.edu/html/vazquez_2002.html
plant_pol_vazquez_Cerro_Lopez                       undirected        weighted         bipartite  noselfloops  nomultiedges           144         45    0.00437063    0.00437063          0.625                                Biological,Foodweb,Multilayer                 count                                           https://iwdb.nceas.ucsb.edu/html/vazquez_2002.html
plant_pol_vazquez_Llao_Llao                         undirected        weighted         bipartite  noselfloops  nomultiedges           144         42    0.00407925    0.00407925          0.583333                             Biological,Foodweb,Multilayer                 count                                           https://iwdb.nceas.ucsb.edu/html/vazquez_2002.html
plant_pol_vazquez_Mascardi_c                        undirected        weighted         bipartite  noselfloops  nomultiedges           144         36    0.0034965     0.0034965           0.5                                  Biological,Foodweb,Multilayer                 count                                           https://iwdb.nceas.ucsb.edu/html/vazquez_2002.html
plant_pol_vazquez_Mascardi_nc                       undirected        weighted         bipartite  noselfloops  nomultiedges           144         51    0.00495338    0.00495338          0.708333                             Biological,Foodweb,Multilayer                 count                                           https://iwdb.nceas.ucsb.edu/html/vazquez_2002.html
plant_pol_vazquez_Quetrihue_c                       undirected        weighted         bipartite  noselfloops  nomultiedges           144         47    0.00456488    0.00456488          0.652778                             Biological,Foodweb,Multilayer                 count                                           https://iwdb.nceas.ucsb.edu/html/vazquez_2002.html
plant_pol_vazquez_Quetrihue_nc                      undirected        weighted         bipartite  noselfloops  nomultiedges           144         31    0.00301088    0.00301088          0.430556                             Biological,Foodweb,Multilayer                 count                                           https://iwdb.nceas.ucsb.edu/html/vazquez_2002.html
plant_pol_vazquez_Safariland                        undirected        weighted         bipartite  noselfloops  nomultiedges           144         39    0.00378788    0.00378788          0.541667                             Biological,Foodweb,Multilayer                 count                                           https://iwdb.nceas.ucsb.edu/html/vazquez_2002.html
polblogs                                              directed      unweighted        unipartite    selfloops    multiedges          1490      19090    0.00860449    0.00857519         12.8121                                      Informational,Webgraph                  None                                                  http://www-personal.umich.edu/~mejn/netdata
polbooks                                            undirected      unweighted        unipartite  noselfloops  nomultiedges           105        441    0.0807692     0.0807692           8.4                                      Informational,Relatedness                  None                                                  http://www-personal.umich.edu/~mejn/netdata
power                                               undirected      unweighted        unipartite  noselfloops  nomultiedges          4941       6594    0.000540303   0.000540303         2.6691                                     Technological,Powergrid                  None                                                 http://www-personal.umich.edu/~mejn/netdata/
qa_user_mathoverflow_c2a                              directed      unweighted        unipartite    selfloops    multiedges         13840     195330    0.00101983    0.000423538        14.1134                                    Social,Online,Timestamps                  None                                          http://snap.stanford.edu/data/sx-stackoverflow.html
qa_user_mathoverflow_c2q                              directed      unweighted        unipartite    selfloops    multiedges         16836     203639    0.00071847    0.000357505        12.0955                                    Social,Online,Timestamps                  None                                          http://snap.stanford.edu/data/sx-stackoverflow.html
reactome                                            undirected      unweighted        unipartite    selfloops  nomultiedges          6327     147547    0.00737282    0.00737049         46.6404                              Biological,Proteininteractions                  None                                                           http://konect.cc/networks/reactome
reality_mining                                      undirected      unweighted        unipartite  noselfloops    multiedges            96    1086404  238.246         0.556798        22633.4                                      Social,Offline,Timestamps                  None                                                                http://konect.cc/networks/mit
residence_hall                                        directed        weighted        unipartite  noselfloops  nomultiedges           217       2672    0.0570063     0.0567436          12.3134                                              Social,Offline                weight                                                          http://konect.cc/networks/moreno_oz
rhesus_monkey                                         directed        weighted        unipartite  noselfloops  nomultiedges            16        111    0.4625        0.433594            6.9375                                               Social,Animal                weight                                                      http://konect.cc/networks/moreno_rhesus
sp_high_school_diaries                                directed        weighted        unipartite  noselfloops  nomultiedges           329        502    0.00465194    0.0046378           1.52584                                    Social,Offline,Temporal                weight           http://www.sociopatterns.org/datasets/high-school-contact-and-friendship-networks/
sp_high_school_facebook                             undirected        weighted        unipartite  noselfloops  nomultiedges           329       1437    0.0266328     0.0266328           8.73556                                    Social,Offline,Temporal                  None           http://www.sociopatterns.org/datasets/high-school-contact-and-friendship-networks/
sp_high_school_new_2011                             undirected      unweighted        unipartite    selfloops    multiedges           126      28561    3.62679       0.213723          453.349                                      Social,Offline,Temporal                  None                  http://www.sociopatterns.org/datasets/high-school-dynamic-contact-networks/
sp_high_school_new_2012                             undirected      unweighted        unipartite  noselfloops    multiedges           180      45047    2.79621       0.137803          500.522                                      Social,Offline,Temporal                  None                  http://www.sociopatterns.org/datasets/high-school-dynamic-contact-networks/
sp_high_school_proximity                            undirected        weighted        unipartite  noselfloops    multiedges           329     188508    3.49374       0.107829         1145.95                                       Social,Offline,Temporal                  None           http://www.sociopatterns.org/datasets/high-school-contact-and-friendship-networks/
sp_high_school_survey                                 directed        weighted        unipartite  noselfloops  nomultiedges           329        668    0.00619023    0.00617141          2.0304                                     Social,Offline,Temporal                  None           http://www.sociopatterns.org/datasets/high-school-contact-and-friendship-networks/
sp_hospital                                         undirected      unweighted        unipartite  noselfloops    multiedges            75      32424   11.6843        0.41045           864.64                                       Social,Offline,Temporal                  None                 http://www.sociopatterns.org/datasets/hospital-ward-dynamic-contact-network/
sp_hypertext_contacts                               undirected      unweighted        unipartite  noselfloops    multiedges           113      20818    3.28982       0.347029          368.46                                       Social,Offline,Temporal                  None                http://www.sociopatterns.org/datasets/hypertext-2009-dynamic-contact-network/
sp_hypertext_intervals                              undirected      unweighted        unipartite  noselfloops  nomultiedges           113       2196    0.347029      0.347029           38.8673                                     Social,Offline,Temporal                  None                http://www.sociopatterns.org/datasets/hypertext-2009-dynamic-contact-network/
sp_infectious                                       undirected      unweighted        unipartite  noselfloops    multiedges         10972     415912    0.00691034    0.000739646        75.8133                                     Social,Offline,Temporal                  None     http://www.sociopatterns.org/datasets/infectious-sociopatterns-dynamic-contact-networks/
sp_kenyan_households                                undirected      unweighted        unipartite    selfloops    multiedges            47      32643   30.197         0.448582         1389.06                                       Social,Offline,Temporal                  None                     http://www.sociopatterns.org/datasets/kenyan-households-contact-network/
sp_office                                           undirected        weighted        unipartite  noselfloops    multiedges            92       9827    2.34759       0.180363          213.63                                       Social,Offline,Temporal                  None                               http://www.sociopatterns.org/datasets/contacts-in-a-workplace/
sp_primary_school_day_1                             undirected        weighted        unipartite  noselfloops  nomultiedges           236       5899    0.21273       0.21273            49.9915                                     Social,Offline,Temporal                 count                    http://www.sociopatterns.org/datasets/primary-school-cumulative-networks/
sp_primary_school_day_2                             undirected        weighted        unipartite  noselfloops  nomultiedges           238       5539    0.196398      0.196398           46.5462                                     Social,Offline,Temporal                 count                    http://www.sociopatterns.org/datasets/primary-school-cumulative-networks/
student_cooperation                                 undirected      unweighted        unipartite  noselfloops    multiedges           185        360    0.0211516     0.0182726           3.89189                                             Social,Offline                  None                                              https://homes.cs.washington.edu/~fire/#section3
swingers                                              directed      unweighted         bipartite  noselfloops  nomultiedges            96        232    0.0254386     0.0251736           2.41667                                             Social,Offline                  None               https://sites.google.com/site/ucinetsoftware/datasets/covert-networks/swingers
terrorists_911                                      undirected      unweighted        unipartite  noselfloops  nomultiedges            62        152    0.0803808     0.0803808           4.90323                                             Social,Offline                  None                                               http://tuvalu.santafe.edu/~aaronc/datacode.htm
train_terrorists                                    undirected        weighted        unipartite  noselfloops  nomultiedges            64        243    0.120536      0.120536            7.59375                                             Social,Offline                weight                                                       http://konect.cc/networks/moreno_train
ugandan_village_friendship-1                        undirected      unweighted        unipartite    selfloops    multiedges           203        600    0.029264      0.0274317           5.91133                                  Social,Offline,Multilayer                  None                                https://www.repository.cam.ac.uk/handle/1810/270256?show=full
ugandan_village_friendship-10                       undirected      unweighted        unipartite    selfloops    multiedges           207       1180    0.0553445     0.0513285          11.401                                    Social,Offline,Multilayer                  None                                https://www.repository.cam.ac.uk/handle/1810/270256?show=full
ugandan_village_friendship-11                       undirected      unweighted        unipartite    selfloops    multiedges           250       1183    0.038008      0.0342629           9.464                                    Social,Offline,Multilayer                  None                                https://www.repository.cam.ac.uk/handle/1810/270256?show=full
ugandan_village_friendship-12                       undirected      unweighted        unipartite    selfloops    multiedges           229        962    0.0368498     0.0336055           8.40175                                  Social,Offline,Multilayer                  None                                https://www.repository.cam.ac.uk/handle/1810/270256?show=full
ugandan_village_friendship-13                       undirected      unweighted        unipartite    selfloops    multiedges           183        873    0.052423      0.0483488           9.54098                                  Social,Offline,Multilayer                  None                                https://www.repository.cam.ac.uk/handle/1810/270256?show=full
ugandan_village_friendship-14                       undirected      unweighted        unipartite    selfloops    multiedges           124        603    0.0790716     0.0694194           9.72581                                  Social,Offline,Multilayer                  None                                https://www.repository.cam.ac.uk/handle/1810/270256?show=full
ugandan_village_friendship-15                       undirected      unweighted        unipartite    selfloops    multiedges           120        295    0.0413165     0.0384298           4.91667                                  Social,Offline,Multilayer                  None                                https://www.repository.cam.ac.uk/handle/1810/270256?show=full
ugandan_village_friendship-16                       undirected      unweighted        unipartite    selfloops    multiedges           372       1475    0.021375      0.0198766           7.93011                                  Social,Offline,Multilayer                  None                                https://www.repository.cam.ac.uk/handle/1810/270256?show=full
ugandan_village_friendship-17                       undirected      unweighted        unipartite    selfloops    multiedges            65        300    0.144231      0.120746            9.23077                                  Social,Offline,Multilayer                  None                                https://www.repository.cam.ac.uk/handle/1810/270256?show=full
ugandan_village_friendship-2                        undirected      unweighted        unipartite    selfloops    multiedges           182        775    0.0470524     0.0424548           8.51648                                  Social,Offline,Multilayer                  None                                https://www.repository.cam.ac.uk/handle/1810/270256?show=full
ugandan_village_friendship-3                        undirected      unweighted        unipartite    selfloops    multiedges           192       1181    0.0644088     0.0580743          12.3021                                   Social,Offline,Multilayer                  None                                https://www.repository.cam.ac.uk/handle/1810/270256?show=full
ugandan_village_friendship-4                        undirected      unweighted        unipartite    selfloops    multiedges           320       2302    0.0451019     0.0411799          14.3875                                   Social,Offline,Multilayer                  None                                https://www.repository.cam.ac.uk/handle/1810/270256?show=full
ugandan_village_friendship-5                        undirected      unweighted        unipartite    selfloops    multiedges           184        822    0.0488239     0.0427732           8.93478                                  Social,Offline,Multilayer                  None                                https://www.repository.cam.ac.uk/handle/1810/270256?show=full
ugandan_village_friendship-6                        undirected      unweighted        unipartite    selfloops    multiedges           139        709    0.0739235     0.065776           10.2014                                   Social,Offline,Multilayer                  None                                https://www.repository.cam.ac.uk/handle/1810/270256?show=full
ugandan_village_friendship-7                        undirected      unweighted        unipartite    selfloops    multiedges           121        929    0.127961      0.106761           15.3554                                   Social,Offline,Multilayer                  None                                https://www.repository.cam.ac.uk/handle/1810/270256?show=full
ugandan_village_friendship-8                        undirected      unweighted        unipartite    selfloops    multiedges           369       1902    0.0280134     0.0260895          10.3089                                   Social,Offline,Multilayer                  None                                https://www.repository.cam.ac.uk/handle/1810/270256?show=full
ugandan_village_friendship-9                        undirected      unweighted        unipartite    selfloops    multiedges           178       1248    0.079223      0.0677924          14.0225                                   Social,Offline,Multilayer                  None                                https://www.repository.cam.ac.uk/handle/1810/270256?show=full
ugandan_village_health-advice_1                     undirected      unweighted        unipartite    selfloops    multiedges           190        473    0.0263436     0.0252411           4.97895                                  Social,Offline,Multilayer                  None                                https://www.repository.cam.ac.uk/handle/1810/270256?show=full
ugandan_village_health-advice_10                    undirected      unweighted        unipartite    selfloops    multiedges           205        884    0.0422764     0.0397821           8.62439                                  Social,Offline,Multilayer                  None                                https://www.repository.cam.ac.uk/handle/1810/270256?show=full
ugandan_village_health-advice_11                    undirected      unweighted        unipartite    selfloops    multiedges           240        588    0.0205021     0.0195712           4.9                                      Social,Offline,Multilayer                  None                                https://www.repository.cam.ac.uk/handle/1810/270256?show=full
ugandan_village_health-advice_12                    undirected      unweighted        unipartite    selfloops    multiedges           221        579    0.0238174     0.0221353           5.23982                                  Social,Offline,Multilayer                  None                                https://www.repository.cam.ac.uk/handle/1810/270256?show=full
ugandan_village_health-advice_13                    undirected      unweighted        unipartite    selfloops    multiedges           173        358    0.0240624     0.0229221           4.13873                                  Social,Offline,Multilayer                  None                                https://www.repository.cam.ac.uk/handle/1810/270256?show=full
ugandan_village_health-advice_14                    undirected      unweighted        unipartite    selfloops    multiedges           120        365    0.0511204     0.046281            6.08333                                  Social,Offline,Multilayer                  None                                https://www.repository.cam.ac.uk/handle/1810/270256?show=full
ugandan_village_health-advice_15                    undirected      unweighted        unipartite    selfloops    multiedges           117        210    0.0309461     0.0291178           3.58974                                  Social,Offline,Multilayer                  None                                https://www.repository.cam.ac.uk/handle/1810/270256?show=full
ugandan_village_health-advice_16                    undirected      unweighted        unipartite    selfloops    multiedges           350        984    0.0161113     0.0148962           5.62286                                  Social,Offline,Multilayer                  None                                https://www.repository.cam.ac.uk/handle/1810/270256?show=full
ugandan_village_health-advice_17                    undirected      unweighted        unipartite    selfloops    multiedges            63        159    0.0814132     0.0749008           5.04762                                  Social,Offline,Multilayer                  None                                https://www.repository.cam.ac.uk/handle/1810/270256?show=full
ugandan_village_health-advice_2                     undirected      unweighted        unipartite    selfloops    multiedges           170        432    0.0300731     0.028827            5.08235                                  Social,Offline,Multilayer                  None                                https://www.repository.cam.ac.uk/handle/1810/270256?show=full
ugandan_village_health-advice_3                     undirected      unweighted        unipartite    selfloops    multiedges           185        682    0.0400705     0.0376635           7.37297                                  Social,Offline,Multilayer                  None                                https://www.repository.cam.ac.uk/handle/1810/270256?show=full
ugandan_village_health-advice_4                     undirected      unweighted        unipartite    selfloops    multiedges           316       1118    0.0224633     0.0214431           7.07595                                  Social,Offline,Multilayer                  None                                https://www.repository.cam.ac.uk/handle/1810/270256?show=full
ugandan_village_health-advice_5                     undirected      unweighted        unipartite    selfloops    multiedges           168        423    0.030154      0.0280361           5.03571                                  Social,Offline,Multilayer                  None                                https://www.repository.cam.ac.uk/handle/1810/270256?show=full
ugandan_village_health-advice_6                     undirected      unweighted        unipartite    selfloops    multiedges           134        322    0.0361351     0.0334992           4.80597                                  Social,Offline,Multilayer                  None                                https://www.repository.cam.ac.uk/handle/1810/270256?show=full
ugandan_village_health-advice_7                     undirected      unweighted        unipartite    selfloops    multiedges           121        577    0.0794766     0.0695028           9.53719                                  Social,Offline,Multilayer                  None                                https://www.repository.cam.ac.uk/handle/1810/270256?show=full
ugandan_village_health-advice_8                     undirected      unweighted        unipartite    selfloops    multiedges           361       1360    0.0209295     0.0196967           7.53463                                  Social,Offline,Multilayer                  None                                https://www.repository.cam.ac.uk/handle/1810/270256?show=full
ugandan_village_health-advice_9                     undirected      unweighted        unipartite    selfloops    multiedges           173        678    0.0455706     0.0428543           7.83815                                  Social,Offline,Multilayer                  None                                https://www.repository.cam.ac.uk/handle/1810/270256?show=full
un_migrations                                         directed        weighted        unipartite  noselfloops  nomultiedges           232      11228    0.209509      0.208606           48.3966                            Social,Economic,Travel,Political  migration_2015_total  https://www.un.org/en/development/desa/population/migration/data/estimates2/estimates15.asp
uni_email                                             directed      unweighted        unipartite    selfloops  nomultiedges          1133      10903    0.00850099    0.00850099          9.62312                                       Social,Communication                  None                                            http://deim.urv.cat/~alexandre.arenas/data/xarxes
unicodelang                                         undirected        weighted         bipartite  noselfloops  nomultiedges           868       1255    0.0033353     0.0033353           2.89171                                  Informational,Relatedness                weight                                                        http://konect.cc/networks/unicodelang
us_agencies_alabama                                   directed        weighted        unipartite  noselfloops  nomultiedges          1281       5479    0.00334151    0.0033389           4.27713                                           Social,Political           link_counts                                                           http://govmaps.cid.hks.harvard.edu
us_agencies_alaska                                    directed        weighted        unipartite  noselfloops  nomultiedges           557       7584    0.0244888     0.0244449          13.6158                                            Social,Political           link_counts                                                           http://govmaps.cid.hks.harvard.edu
us_agencies_arizona                                   directed        weighted        unipartite  noselfloops  nomultiedges           382       2750    0.0188949     0.0188454           7.19895                                           Social,Political           link_counts                                                           http://govmaps.cid.hks.harvard.edu
us_agencies_arkansas                                  directed        weighted        unipartite  noselfloops  nomultiedges           561       2949    0.00938694    0.0093702           5.25668                                           Social,Political           link_counts                                                           http://govmaps.cid.hks.harvard.edu
us_agencies_california                                directed        weighted        unipartite  noselfloops  nomultiedges          4292      50898    0.00276365    0.002763           11.8588                                            Social,Political           link_counts                                                           http://govmaps.cid.hks.harvard.edu
us_agencies_colorado                                  directed        weighted        unipartite  noselfloops  nomultiedges          1095       9271    0.00773918    0.00773212          8.46667                                           Social,Political           link_counts                                                           http://govmaps.cid.hks.harvard.edu
us_agencies_connecticut                               directed        weighted        unipartite  noselfloops  nomultiedges           685       3201    0.00683186    0.00682189          4.67299                                           Social,Political           link_counts                                                           http://govmaps.cid.hks.harvard.edu
us_agencies_delaware                                  directed        weighted        unipartite  noselfloops  nomultiedges           446       4920    0.0247896     0.0247341          11.0314                                            Social,Political           link_counts                                                           http://govmaps.cid.hks.harvard.edu
us_agencies_florida                                   directed        weighted        unipartite  noselfloops  nomultiedges          2263      29815    0.00582449    0.00582191         13.175                                             Social,Political           link_counts                                                           http://govmaps.cid.hks.harvard.edu
us_agencies_georgia                                   directed        weighted        unipartite  noselfloops  nomultiedges          1092       7881    0.00661506    0.006609            7.21703                                           Social,Political           link_counts                                                           http://govmaps.cid.hks.harvard.edu
us_agencies_hawaii                                    directed        weighted        unipartite  noselfloops  nomultiedges           234        637    0.0116834     0.0116334           2.72222                                           Social,Political           link_counts                                                           http://govmaps.cid.hks.harvard.edu
us_agencies_idaho                                     directed        weighted        unipartite  noselfloops  nomultiedges          1109       8916    0.00725602    0.00724948          8.03968                                           Social,Political           link_counts                                                           http://govmaps.cid.hks.harvard.edu
us_agencies_illinois                                  directed        weighted        unipartite  noselfloops  nomultiedges          1133       8161    0.00636307    0.00635746          7.203                                             Social,Political           link_counts                                                           http://govmaps.cid.hks.harvard.edu
us_agencies_indiana                                   directed        weighted        unipartite  noselfloops  nomultiedges          1385       7439    0.00388087    0.00387806          5.37112                                           Social,Political           link_counts                                                           http://govmaps.cid.hks.harvard.edu
us_agencies_iowa                                      directed        weighted        unipartite  noselfloops  nomultiedges           541       3129    0.0107106     0.0106908           5.78373                                           Social,Political           link_counts                                                           http://govmaps.cid.hks.harvard.edu
us_agencies_kansas                                    directed        weighted        unipartite  noselfloops  nomultiedges           675       4583    0.0100736     0.0100587           6.78963                                           Social,Political           link_counts                                                           http://govmaps.cid.hks.harvard.edu
us_agencies_kentucky                                  directed        weighted        unipartite  noselfloops  nomultiedges          1049       7918    0.00720242    0.00719556          7.54814                                           Social,Political           link_counts                                                           http://govmaps.cid.hks.harvard.edu
us_agencies_louisiana                                 directed        weighted        unipartite  noselfloops  nomultiedges           715       3201    0.0062702     0.00626143          4.47692                                           Social,Political           link_counts                                                           http://govmaps.cid.hks.harvard.edu
us_agencies_maine                                     directed        weighted        unipartite  noselfloops  nomultiedges           547       4501    0.0150705     0.015043            8.22852                                           Social,Political           link_counts                                                           http://govmaps.cid.hks.harvard.edu
us_agencies_maryland                                  directed        weighted        unipartite  noselfloops  nomultiedges           564       4525    0.0142505     0.0142253           8.02305                                           Social,Political           link_counts                                                           http://govmaps.cid.hks.harvard.edu
us_agencies_massachusetts                             directed        weighted        unipartite  noselfloops  nomultiedges          1466      14609    0.00680219    0.00679755          9.96521                                           Social,Political           link_counts                                                           http://govmaps.cid.hks.harvard.edu
us_agencies_michigan                                  directed        weighted        unipartite  noselfloops  nomultiedges          1796      50734    0.0157372     0.0157285          28.2483                                            Social,Political           link_counts                                                           http://govmaps.cid.hks.harvard.edu
