# Name                                                Directed    Weighted    Bipartite    Selfloops    Multiedges    nbVertices    nbEdges    binDensity    matDensity    averageDegree                                                      Tags                                                                                          url    rank    thrank    shrank    erank    elbow    energy    srank    nrank                                                                                                                   Name\href
us_congress_H111                                    undirected  unweighted   unipartite  noselfloops  nomultiedges           451      70160   0.691402      0.689869               311.1                          Social,Political,Signed,Temporal                                                  https://doi.org/10.6084/m9.figshare.8096429     451        29        46    222.8       11        28      1.3      9                                                          \href{https://doi.org/10.6084/m9.figshare.8096429}{us_congress_H111}
us_congress_H112                                    undirected  unweighted   unipartite  noselfloops  nomultiedges           450      77872   0.770819      0.769106               346.1                          Social,Political,Signed,Temporal                                                  https://doi.org/10.6084/m9.figshare.8096429     450        42        63    192         12         6      1.2      7.2                                                        \href{https://doi.org/10.6084/m9.figshare.8096429}{us_congress_H112}
us_congress_H113                                    undirected  unweighted   unipartite  noselfloops  nomultiedges           447      75771   0.760135      0.758434               339                            Social,Political,Signed,Temporal                                                  https://doi.org/10.6084/m9.figshare.8096429     447        38        58    196.9       10         8      1.2      7.5                                                        \href{https://doi.org/10.6084/m9.figshare.8096429}{us_congress_H113}
us_congress_H114                                    undirected  unweighted   unipartite  noselfloops  nomultiedges           446      75180   0.757596      0.755897               337.1                          Social,Political,Signed,Temporal                                                  https://doi.org/10.6084/m9.figshare.8096429     446        44        64    192          7         7      1.2      7.3                                                        \href{https://doi.org/10.6084/m9.figshare.8096429}{us_congress_H114}
us_congress_H93                                     undirected  unweighted   unipartite  noselfloops  nomultiedges           446      18083   0.182224      0.181815                81.1                          Social,Political,Signed,Temporal                                                  https://doi.org/10.6084/m9.figshare.8096429     446        41        64    281.2       13       135      3       22.3                                                         \href{https://doi.org/10.6084/m9.figshare.8096429}{us_congress_H93}
us_congress_H94                                     undirected  unweighted   unipartite  noselfloops  nomultiedges           445      19503   0.197419      0.196975                87.7                          Social,Political,Signed,Temporal                                                  https://doi.org/10.6084/m9.figshare.8096429     445        36        57    284.6       14       137      2.8     21.6                                                         \href{https://doi.org/10.6084/m9.figshare.8096429}{us_congress_H94}
us_congress_H95                                     undirected  unweighted   unipartite  noselfloops  nomultiedges           444      21133   0.214884      0.2144                  95.2                          Social,Political,Signed,Temporal                                                  https://doi.org/10.6084/m9.figshare.8096429     444        23        46    297.1       12       151      2.8     22.7                                                         \href{https://doi.org/10.6084/m9.figshare.8096429}{us_congress_H95}
us_congress_H96                                     undirected  unweighted   unipartite  noselfloops  nomultiedges           442      51081   0.524117      0.522932               231.1                          Social,Political,Signed,Temporal                                                  https://doi.org/10.6084/m9.figshare.8096429     442        20        32    260.2       13        85      1.6     12.5                                                         \href{https://doi.org/10.6084/m9.figshare.8096429}{us_congress_H96}
us_congress_H97                                     undirected  unweighted   unipartite  noselfloops  nomultiedges           447      49364   0.49522       0.494112               220.9                          Social,Political,Signed,Temporal                                                  https://doi.org/10.6084/m9.figshare.8096429     447        20        31    257.5       14        80      1.7     12.7                                                         \href{https://doi.org/10.6084/m9.figshare.8096429}{us_congress_H97}
us_congress_H98                                     undirected  unweighted   unipartite  noselfloops  nomultiedges           444      48721   0.495404      0.494288               219.5                          Social,Political,Signed,Temporal                                                  https://doi.org/10.6084/m9.figshare.8096429     444        20        34    255.7       16        81      1.7     13                                                           \href{https://doi.org/10.6084/m9.figshare.8096429}{us_congress_H98}
us_congress_H99                                     undirected  unweighted   unipartite  noselfloops  nomultiedges           443      49764   0.508299      0.507152               224.7                          Social,Political,Signed,Temporal                                                  https://doi.org/10.6084/m9.figshare.8096429     443        20        33    251.2       12        76      1.7     12.7                                                         \href{https://doi.org/10.6084/m9.figshare.8096429}{us_congress_H99}
us_congress_S100                                    undirected  unweighted   unipartite  noselfloops  nomultiedges           101       2143   0.424356      0.420155                42.4                          Social,Political,Signed,Temporal                                                  https://doi.org/10.6084/m9.figshare.8096429     101         7         8     62.5        8        29      1.9      8.3                                                        \href{https://doi.org/10.6084/m9.figshare.8096429}{us_congress_S100}
us_congress_S101                                    undirected  unweighted   unipartite  noselfloops  nomultiedges           101       2445   0.484158      0.479365                48.4                          Social,Political,Signed,Temporal                                                  https://doi.org/10.6084/m9.figshare.8096429     101         7        10     60.3        5        25      1.8      7.5                                                        \href{https://doi.org/10.6084/m9.figshare.8096429}{us_congress_S101}
us_congress_S102                                    undirected  unweighted   unipartite  noselfloops  nomultiedges           102       2479   0.481266      0.476547                48.6                          Social,Political,Signed,Temporal                                                  https://doi.org/10.6084/m9.figshare.8096429     102         7        11     60.5        6        25      1.8      7.6                                                        \href{https://doi.org/10.6084/m9.figshare.8096429}{us_congress_S102}
us_congress_S103                                    undirected  unweighted   unipartite  noselfloops  nomultiedges           101       2257   0.446931      0.442506                44.7                          Social,Political,Signed,Temporal                                                  https://doi.org/10.6084/m9.figshare.8096429     101         6         9     61.2        5        27      1.8      7.8                                                        \href{https://doi.org/10.6084/m9.figshare.8096429}{us_congress_S103}
us_congress_S104                                    undirected  unweighted   unipartite  noselfloops  nomultiedges           102       2324   0.451175      0.446751                45.6                          Social,Political,Signed,Temporal                                                  https://doi.org/10.6084/m9.figshare.8096429     102         5        10     61.1        5        26      1.7      7.4                                                        \href{https://doi.org/10.6084/m9.figshare.8096429}{us_congress_S104}
us_congress_S105                                    undirected  unweighted   unipartite  noselfloops  nomultiedges           100       3002   0.606465      0.6004                  60                            Social,Political,Signed,Temporal                                                  https://doi.org/10.6084/m9.figshare.8096429     100         6         9     54.6        5        19      1.5      6                                                          \href{https://doi.org/10.6084/m9.figshare.8096429}{us_congress_S105}
us_congress_S106                                    undirected  unweighted   unipartite  noselfloops  nomultiedges           102       2930   0.568822      0.563245                57.5                          Social,Political,Signed,Temporal                                                  https://doi.org/10.6084/m9.figshare.8096429     102         6         9     59.2        4        23      1.6      6.7                                                        \href{https://doi.org/10.6084/m9.figshare.8096429}{us_congress_S106}
us_congress_S107                                    undirected  unweighted   unipartite  noselfloops  nomultiedges           101       2522   0.499406      0.494461                49.9                          Social,Political,Signed,Temporal                                                  https://doi.org/10.6084/m9.figshare.8096429     101         5         8     60.3        5        26      1.7      7.4                                                        \href{https://doi.org/10.6084/m9.figshare.8096429}{us_congress_S107}
us_congress_S108                                    undirected  unweighted   unipartite  noselfloops  nomultiedges           100       2387   0.482222      0.4774                  47.7                          Social,Political,Signed,Temporal                                                  https://doi.org/10.6084/m9.figshare.8096429     100         4         8     61.7        4        28      1.8      7.8                                                        \href{https://doi.org/10.6084/m9.figshare.8096429}{us_congress_S108}
us_congress_S109                                    undirected  unweighted   unipartite  noselfloops  nomultiedges           101       2823   0.55901       0.553475                55.9                          Social,Political,Signed,Temporal                                                  https://doi.org/10.6084/m9.figshare.8096429     101         6         9     57.6        6        22      1.6      6.7                                                        \href{https://doi.org/10.6084/m9.figshare.8096429}{us_congress_S109}
us_congress_S110                                    undirected  unweighted   unipartite  noselfloops  nomultiedges           102       2779   0.539507      0.534218                54.5                          Social,Political,Signed,Temporal                                                  https://doi.org/10.6084/m9.figshare.8096429     102         6         9     58.4        6        23      1.6      6.7                                                        \href{https://doi.org/10.6084/m9.figshare.8096429}{us_congress_S110}
us_congress_S111                                    undirected  unweighted   unipartite  noselfloops  nomultiedges           109       3645   0.619266      0.613585                66.9                          Social,Political,Signed,Temporal                                                  https://doi.org/10.6084/m9.figshare.8096429     109         6         9     57.5        6        18      1.4      5.9                                                        \href{https://doi.org/10.6084/m9.figshare.8096429}{us_congress_S111}
us_congress_S112                                    undirected  unweighted   unipartite  noselfloops  nomultiedges           101       3914   0.77505       0.767376                77.5                          Social,Political,Signed,Temporal                                                  https://doi.org/10.6084/m9.figshare.8096429     101         9        15     44.6        4         6      1.2      4.3                                                        \href{https://doi.org/10.6084/m9.figshare.8096429}{us_congress_S112}
us_congress_S113                                    undirected  unweighted   unipartite  noselfloops  nomultiedges           105       3932   0.720147      0.713288                74.9                          Social,Political,Signed,Temporal                                                  https://doi.org/10.6084/m9.figshare.8096429     105         9        15     48.5        6         7      1.3      4.7                                                        \href{https://doi.org/10.6084/m9.figshare.8096429}{us_congress_S113}
us_congress_S114                                    undirected  unweighted   unipartite  noselfloops  nomultiedges           100       3696   0.746667      0.7392                  73.9                          Social,Political,Signed,Temporal                                                  https://doi.org/10.6084/m9.figshare.8096429     100         7        11     45.5        6         6      1.3      4.5                                                        \href{https://doi.org/10.6084/m9.figshare.8096429}{us_congress_S114}
us_congress_S93                                     undirected  unweighted   unipartite  noselfloops  nomultiedges           101       2439   0.48297       0.478188                48.3                          Social,Political,Signed,Temporal                                                  https://doi.org/10.6084/m9.figshare.8096429     101         5         6     62.9        6        29      1.7      7.5                                                         \href{https://doi.org/10.6084/m9.figshare.8096429}{us_congress_S93}
us_congress_S94                                     undirected  unweighted   unipartite  noselfloops  nomultiedges           100       2432   0.491313      0.4864                  48.6                          Social,Political,Signed,Temporal                                                  https://doi.org/10.6084/m9.figshare.8096429     100         6         8     61          6        27      1.7      7.3                                                         \href{https://doi.org/10.6084/m9.figshare.8096429}{us_congress_S94}
us_congress_S95                                     undirected  unweighted   unipartite  noselfloops  nomultiedges           104       2336   0.436146      0.431953                44.9                          Social,Political,Signed,Temporal                                                  https://doi.org/10.6084/m9.figshare.8096429     104         5         6     66.5        6        32      1.8      8.2                                                         \href{https://doi.org/10.6084/m9.figshare.8096429}{us_congress_S95}
us_congress_S96                                     undirected  unweighted   unipartite  noselfloops  nomultiedges           101       2275   0.450495      0.446035                45                            Social,Political,Signed,Temporal                                                  https://doi.org/10.6084/m9.figshare.8096429     101         4         7     63.9        4        30      1.7      7.9                                                         \href{https://doi.org/10.6084/m9.figshare.8096429}{us_congress_S96}
us_congress_S97                                     undirected  unweighted   unipartite  noselfloops  nomultiedges           101       2073   0.410495      0.406431                41                            Social,Political,Signed,Temporal                                                  https://doi.org/10.6084/m9.figshare.8096429     101         6         7     63.6        8        31      2        8.5                                                         \href{https://doi.org/10.6084/m9.figshare.8096429}{us_congress_S97}
us_congress_S98                                     undirected  unweighted   unipartite  noselfloops  nomultiedges           101       2194   0.434455      0.430154                43.4                          Social,Political,Signed,Temporal                                                  https://doi.org/10.6084/m9.figshare.8096429     101         5         8     63.6        6        30      1.9      8.4                                                         \href{https://doi.org/10.6084/m9.figshare.8096429}{us_congress_S98}
us_congress_S99                                     undirected  unweighted   unipartite  noselfloops  nomultiedges           101       2177   0.431089      0.426821                43.1                          Social,Political,Signed,Temporal                                                  https://doi.org/10.6084/m9.figshare.8096429     101         4         7     64.9        4        33      1.9      8.6                                                         \href{https://doi.org/10.6084/m9.figshare.8096429}{us_congress_S99}
webkb_webkb_cornell_cocite                          undirected    weighted   unipartite  noselfloops    multiedges           346      26832   0.22478       0.22413                155.1                                    Informational,Webgraph                                                  http://netkit-srl.sourceforge.net/data.html     344        72        84    135.9       17        23      2.2     10.8                                              \href{http://netkit-srl.sourceforge.net/data.html}{webkb_webkb_cornell_cocite}
webkb_webkb_cornell_link1                             directed    weighted   unipartite    selfloops  nomultiedges           349       1393   0.0114367     0.0114367                4                                      Informational,Webgraph                                                  http://netkit-srl.sourceforge.net/data.html     253        28        42    171.9       24        87      9.4     34.4                                               \href{http://netkit-srl.sourceforge.net/data.html}{webkb_webkb_cornell_link1}
webkb_webkb_texas_cocite                            undirected    weighted   unipartite  noselfloops    multiedges           334      32988   0.296596      0.295708               197.5                                    Informational,Webgraph                                                  http://netkit-srl.sourceforge.net/data.html     334        66        76    120.4       21        20      2.6     11.5                                                \href{http://netkit-srl.sourceforge.net/data.html}{webkb_webkb_texas_cocite}
webkb_webkb_texas_link1                               directed    weighted   unipartite    selfloops  nomultiedges           286       1002   0.01225       0.01225                  3.5                                    Informational,Webgraph                                                  http://netkit-srl.sourceforge.net/data.html     220        21        28    155.3       39        82     12.2     37.5                                                 \href{http://netkit-srl.sourceforge.net/data.html}{webkb_webkb_texas_link1}
webkb_webkb_washington_cocite                       undirected    weighted   unipartite  noselfloops    multiedges           434      30462   0.162099      0.161726               140.4                                    Informational,Webgraph                                                  http://netkit-srl.sourceforge.net/data.html     434        95       109    124.8       24        14      2.5     10.5                                           \href{http://netkit-srl.sourceforge.net/data.html}{webkb_webkb_washington_cocite}
webkb_webkb_washington_link1                          directed    weighted   unipartite    selfloops  nomultiedges           433       1941   0.0103526     0.0103526                4.5                                    Informational,Webgraph                                                  http://netkit-srl.sourceforge.net/data.html     321        32        44    206.2       32        96      7.7     32.4                                            \href{http://netkit-srl.sourceforge.net/data.html}{webkb_webkb_washington_link1}
webkb_webkb_wisconsin_cocite                        undirected    weighted   unipartite  noselfloops    multiedges           348      33250   0.275349      0.274557               191.1                                    Informational,Webgraph                                                  http://netkit-srl.sourceforge.net/data.html     348        78        91    118.7       15        19      1.7      8.5                                            \href{http://netkit-srl.sourceforge.net/data.html}{webkb_webkb_wisconsin_cocite}
webkb_webkb_wisconsin_link1                           directed    weighted   unipartite    selfloops  nomultiedges           300       1155   0.0128333     0.0128333                3.8                                    Informational,Webgraph                                                  http://netkit-srl.sourceforge.net/data.html     232        28        36    164.7       30        85      8.9     33.2                                             \href{http://netkit-srl.sourceforge.net/data.html}{webkb_webkb_wisconsin_link1}
wiki_rfa                                              directed  unweighted   unipartite    selfloops    multiedges         11381     198275   0.00145918    0.00145918              17.4                               Social,Relationships,Signed                                                  http://snap.stanford.edu/data/wiki-RfA.html    3475       456       600   2235.7      128       993     10.9    123.3                                                                \href{http://snap.stanford.edu/data/wiki-RfA.html}{wiki_rfa}
wiki_science                                        undirected  unweighted   unipartite  noselfloops  nomultiedges           687       6523   0.0276819     0.0276416               19                                   Informational,Relatedness                      https://figshare.com/articles/A_Wikipedia_Based_Map_of_Science/11638932     641        82       106    383.1       42       159      7.1     40                                  \href{https://figshare.com/articles/A_Wikipedia_Based_Map_of_Science/11638932}{wiki_science}
wiki_talk_br                                          directed  unweighted   unipartite    selfloops    multiedges          1181      13754   0.00216238    0.00216238              11.6                           Social,Communication,Timestamps                                                       http://konect.cc/networks/wiki_talk_ar     428       108       116     43.9       23         4      1.8      5                                                                   \href{http://konect.cc/networks/wiki_talk_ar}{wiki_talk_br}
wiki_talk_cy                                          directed  unweighted   unipartite    selfloops    multiedges          2233      10740   0.000897461   0.000897461              4.8                           Social,Communication,Timestamps                                                       http://konect.cc/networks/wiki_talk_ar     610       140       151    105.3       25         4      1.5      5.7                                                                 \href{http://konect.cc/networks/wiki_talk_ar}{wiki_talk_cy}
wiki_talk_eo                                          directed  unweighted   unipartite    selfloops    multiedges          7586      47070   0.000301699   0.000301699              6.2                           Social,Communication,Timestamps                                                       http://konect.cc/networks/wiki_talk_ar    1553       345       433    211         55        13      3.2     13.2                                                                 \href{http://konect.cc/networks/wiki_talk_ar}{wiki_talk_eo}
wiki_talk_gl                                          directed  unweighted   unipartite    selfloops    multiedges          8097      63809   0.000355072   0.000355072              7.9                           Social,Communication,Timestamps                                                       http://konect.cc/networks/wiki_talk_ar    1061       276       292    130.6       40         9      2        8                                                                   \href{http://konect.cc/networks/wiki_talk_ar}{wiki_talk_gl}
wiki_talk_ht                                          directed  unweighted   unipartite    selfloops    multiedges           536       1530   0.00333106    0.00333106               2.9                           Social,Communication,Timestamps                                                       http://konect.cc/networks/wiki_talk_ar     197        25        25     69.9        9         3      1.2      4.5                                                                 \href{http://konect.cc/networks/wiki_talk_ar}{wiki_talk_ht}
wiki_talk_oc                                          directed  unweighted   unipartite    selfloops    multiedges          3144      11059   0.000489138   0.000489138              3.5                           Social,Communication,Timestamps                                                       http://konect.cc/networks/wiki_talk_ar     452        81        88     62.8       21         5      1.8      5.6                                                                 \href{http://konect.cc/networks/wiki_talk_ar}{wiki_talk_oc}
wikipedia_link_bcl                                    directed  unweighted   unipartite    selfloops  nomultiedges          8130     349496   0.00528763    0.00528763              43                                      Informational,Webgraph                                                  http://konect.cc/networks/wikipedia_link_en    5815       634       775   2240.6      146        64      2.4     32.2                                                      \href{http://konect.cc/networks/wikipedia_link_en}{wikipedia_link_bcl}
wikipedia_link_bh                                     directed  unweighted   unipartite    selfloops  nomultiedges         15581     382620   0.00157608    0.00157608              24.6                                    Informational,Webgraph                                                  http://konect.cc/networks/wikipedia_link_en    8008       666       829   3400.5      140        70      2.6     40.6                                                       \href{http://konect.cc/networks/wikipedia_link_en}{wikipedia_link_bh}
wikipedia_link_bug                                    directed  unweighted   unipartite    selfloops  nomultiedges         14266    6504060   0.031958      0.031958               455.9                                    Informational,Webgraph                                                  http://konect.cc/networks/wikipedia_link_en   13579        53        66   1287.6       53        23      9.8     33.6                                                      \href{http://konect.cc/networks/wikipedia_link_en}{wikipedia_link_bug}
wikipedia_link_cdo                                    directed  unweighted   unipartite    selfloops  nomultiedges         14816     306031   0.00139413    0.00139413              20.7                                    Informational,Webgraph                                                  http://konect.cc/networks/wikipedia_link_en    9581      1135      1387   4670        183       637      4.3     83.5                                                      \href{http://konect.cc/networks/wikipedia_link_en}{wikipedia_link_cdo}
wikipedia_link_co                                     directed  unweighted   unipartite  noselfloops  nomultiedges          8252     177420   0.00260577    0.00260546              21.5                                    Informational,Webgraph                                                  http://konect.cc/networks/wikipedia_link_en    4648       471       602   2256.1       97        92      3.9     44.9                                                       \href{http://konect.cc/networks/wikipedia_link_en}{wikipedia_link_co}
wikipedia_link_crh                                    directed  unweighted   unipartite    selfloops  nomultiedges          8286     175470   0.00255572    0.00255572              21.2                                    Informational,Webgraph                                                  http://konect.cc/networks/wikipedia_link_en    4923       346       425   2049.2      145        46      9       64.4                                                      \href{http://konect.cc/networks/wikipedia_link_en}{wikipedia_link_crh}
wikipedia_link_csb                                    directed  unweighted   unipartite  noselfloops  nomultiedges          5561     191255   0.00618565    0.00618453              34.4                                    Informational,Webgraph                                                  http://konect.cc/networks/wikipedia_link_en    2509       240       335   1236.6       30         5      1.2     13.4                                                      \href{http://konect.cc/networks/wikipedia_link_en}{wikipedia_link_csb}
wikipedia_link_diq                                    directed  unweighted   unipartite    selfloops  nomultiedges         11810     310697   0.0022276     0.0022276               26.3                                    Informational,Webgraph                                                  http://konect.cc/networks/wikipedia_link_en    7380       882      1102   3326.7      176       174      5       65.9                                                      \href{http://konect.cc/networks/wikipedia_link_en}{wikipedia_link_diq}
wikipedia_link_dv                                     directed  unweighted   unipartite  noselfloops  nomultiedges          4266     206809   0.0113666     0.0113639               48.5                                    Informational,Webgraph                                                  http://konect.cc/networks/wikipedia_link_en    2242       229       297    887.3       24         2      1.5     11.5                                                       \href{http://konect.cc/networks/wikipedia_link_en}{wikipedia_link_dv}
wikipedia_link_eml                                    directed  unweighted   unipartite  noselfloops  nomultiedges         11856    1895120   0.0134834     0.0134822              159.8                                    Informational,Webgraph                                                  http://konect.cc/networks/wikipedia_link_en    8712      1377      1641   2959.8       89        15      1.2     15.8                                                      \href{http://konect.cc/networks/wikipedia_link_en}{wikipedia_link_eml}
wikipedia_link_fiu_vro                                directed  unweighted   unipartite    selfloops  nomultiedges          6424     280614   0.00679983    0.00679983              43.7                                    Informational,Webgraph                                                  http://konect.cc/networks/wikipedia_link_en    3795       424       538   1691.8       56        18      1.9     21.8                                                  \href{http://konect.cc/networks/wikipedia_link_en}{wikipedia_link_fiu_vro}
wikipedia_link_fo                                     directed  unweighted   unipartite    selfloops  nomultiedges         17649     296944   0.00095331    0.00095331              16.8                                    Informational,Webgraph                                                  http://konect.cc/networks/wikipedia_link_en   12042      1707      2100   6675.2      280      1728      4.8    116.7                                                       \href{http://konect.cc/networks/wikipedia_link_en}{wikipedia_link_fo}
wikipedia_link_gag                                    directed  unweighted   unipartite  noselfloops  nomultiedges          2929     118603   0.0138295     0.0138247               40.5                                    Informational,Webgraph                                                  http://konect.cc/networks/wikipedia_link_en    1721       272       316    622.6       57        31      2.6     20.7                                                      \href{http://konect.cc/networks/wikipedia_link_en}{wikipedia_link_gag}
wikipedia_link_gan                                    directed  unweighted   unipartite    selfloops  nomultiedges          9189     176051   0.00208498    0.00208498              19.2                                    Informational,Webgraph                                                  http://konect.cc/networks/wikipedia_link_en    5971       617       827   3015.2      213       456      9.9    106.8                                                      \href{http://konect.cc/networks/wikipedia_link_en}{wikipedia_link_gan}
wikipedia_link_glk                                    directed  unweighted   unipartite    selfloops  nomultiedges          7332     340451   0.006333      0.006333                46.4                                    Informational,Webgraph                                                  http://konect.cc/networks/wikipedia_link_en    5457       383       442   1873.7      239       104      4       41.6                                                      \href{http://konect.cc/networks/wikipedia_link_en}{wikipedia_link_glk}
wikipedia_link_gv                                     directed  unweighted   unipartite    selfloops  nomultiedges          6862     150595   0.00319823    0.00319823              21.9                                    Informational,Webgraph                                                  http://konect.cc/networks/wikipedia_link_en    4814       623       777   2372        181       380     10       93.7                                                       \href{http://konect.cc/networks/wikipedia_link_en}{wikipedia_link_gv}
wikipedia_link_hak                                    directed  unweighted   unipartite    selfloops  nomultiedges         11487     427057   0.00323648    0.00323648              37.2                                    Informational,Webgraph                                                  http://konect.cc/networks/wikipedia_link_en    7548       765       985   3107.2      163        49      6.1     58.1                                                      \href{http://konect.cc/networks/wikipedia_link_en}{wikipedia_link_hak}
wikipedia_link_hif                                    directed  unweighted   unipartite  noselfloops  nomultiedges          8758     335267   0.0043715     0.004371                38.3                                    Informational,Webgraph                                                  http://konect.cc/networks/wikipedia_link_en    3667       595       731   1439.8       66        22      2.4     24                                                        \href{http://konect.cc/networks/wikipedia_link_en}{wikipedia_link_hif}
wikipedia_link_kv                                     directed  unweighted   unipartite  noselfloops  nomultiedges          6914     211650   0.00442815    0.00442751              30.6                                    Informational,Webgraph                                                  http://konect.cc/networks/wikipedia_link_en    4878       896      1055   2280.8       98       236      3.3     45.5                                                       \href{http://konect.cc/networks/wikipedia_link_en}{wikipedia_link_kv}
wikipedia_link_lez                                    directed  unweighted   unipartite    selfloops  nomultiedges          5171     204133   0.00763421    0.00763421              39.5                                    Informational,Webgraph                                                  http://konect.cc/networks/wikipedia_link_en    3753       602       712   1480        102        68      7.4     54.1                                                      \href{http://konect.cc/networks/wikipedia_link_en}{wikipedia_link_lez}
wikipedia_link_lo                                     directed  unweighted   unipartite  noselfloops  nomultiedges          3811     132837   0.00914861    0.00914621              34.9                                    Informational,Webgraph                                                  http://konect.cc/networks/wikipedia_link_en    1937       185       241    956.4       24         4      1.1     11.5                                                       \href{http://konect.cc/networks/wikipedia_link_en}{wikipedia_link_lo}
wikipedia_link_map_bms                                directed  unweighted   unipartite    selfloops  nomultiedges         14162     345041   0.00172037    0.00172037              24.4                                    Informational,Webgraph                                                  http://konect.cc/networks/wikipedia_link_en    6667       943      1077   2641        204       181      4.3     54.8                                                  \href{http://konect.cc/networks/wikipedia_link_en}{wikipedia_link_map_bms}
wikipedia_link_mhr                                    directed  unweighted   unipartite    selfloops  nomultiedges         14569     226643   0.00106778    0.00106778              15.6                                    Informational,Webgraph                                                  http://konect.cc/networks/wikipedia_link_en    7921       950      1195   4417.3      219       876      7.2    110.2                                                      \href{http://konect.cc/networks/wikipedia_link_en}{wikipedia_link_mhr}
wikipedia_link_myv                                    directed  unweighted   unipartite    selfloops  nomultiedges          6293     142571   0.00360011    0.00360011              22.7                                    Informational,Webgraph                                                  http://konect.cc/networks/wikipedia_link_en    4533       662       797   2152        134       280      9.2     82.8                                                      \href{http://konect.cc/networks/wikipedia_link_en}{wikipedia_link_myv}
wikipedia_link_mzn                                    directed  unweighted   unipartite    selfloops  nomultiedges         18112    1476270   0.0045002     0.0045002               81.5                                    Informational,Webgraph                                                  http://konect.cc/networks/wikipedia_link_en   10510       770       934   2986.4      169        26      5.2     40.8                                                      \href{http://konect.cc/networks/wikipedia_link_en}{wikipedia_link_mzn}
wikipedia_link_nah                                    directed  unweighted   unipartite    selfloops  nomultiedges         10285     180916   0.00171028    0.00171028              17.6                                    Informational,Webgraph                                                  http://konect.cc/networks/wikipedia_link_en    6646       798       983   3491.3      305       670     13.7    138.7                                                      \href{http://konect.cc/networks/wikipedia_link_en}{wikipedia_link_nah}
wikipedia_link_nap                                    directed  unweighted   unipartite    selfloops  nomultiedges         15441     993392   0.00416648    0.00416648              64.3                                    Informational,Webgraph                                                  http://konect.cc/networks/wikipedia_link_en   12924      1737      2245   4489.6      224        77      9.9     91.9                                                      \href{http://konect.cc/networks/wikipedia_link_en}{wikipedia_link_nap}
wikipedia_link_nds_nl                                 directed  unweighted   unipartite    selfloops  nomultiedges         10453     140501   0.00128587    0.00128587              13.4                                    Informational,Webgraph                                                  http://konect.cc/networks/wikipedia_link_en    7592      1043      1297   4369.4      362      1458     22.3    226.5                                                   \href{http://konect.cc/networks/wikipedia_link_en}{wikipedia_link_nds_nl}
wikipedia_link_nso                                    directed  unweighted   unipartite    selfloops  nomultiedges          8152     455809   0.0068589     0.0068589               55.9                                    Informational,Webgraph                                                  http://konect.cc/networks/wikipedia_link_en    7497       855      1253   2911        186        92      3.4     45                                                        \href{http://konect.cc/networks/wikipedia_link_en}{wikipedia_link_nso}
wikipedia_link_pam                                    directed  unweighted   unipartite    selfloops  nomultiedges          9537     220180   0.00242077    0.00242077              23.1                                    Informational,Webgraph                                                  http://konect.cc/networks/wikipedia_link_en    6122       878      1041   2685.5      252       225      8.8     88.3                                                      \href{http://konect.cc/networks/wikipedia_link_en}{wikipedia_link_pam}
wikipedia_link_ps                                     directed  unweighted   unipartite    selfloops  nomultiedges         12949     637529   0.00380213    0.00380213              49.2                                    Informational,Webgraph                                                  http://konect.cc/networks/wikipedia_link_en    6086       662       799   2388         83        14      1.8     21.5                                                       \href{http://konect.cc/networks/wikipedia_link_en}{wikipedia_link_ps}
wikipedia_link_roa_tara                               directed  unweighted   unipartite    selfloops  nomultiedges         10423    1089950   0.0100328     0.0100328              104.6                                    Informational,Webgraph                                                  http://konect.cc/networks/wikipedia_link_en    9415       861      1173   2399.3      194        60     10.6     67.4                                                 \href{http://konect.cc/networks/wikipedia_link_en}{wikipedia_link_roa_tara}
wikipedia_link_rue                                    directed  unweighted   unipartite    selfloops  nomultiedges          7621     178842   0.00307925    0.00307925              23.5                                    Informational,Webgraph                                                  http://konect.cc/networks/wikipedia_link_en    5552       631       777   2919.7       85       419      2.7     48.3                                                      \href{http://konect.cc/networks/wikipedia_link_en}{wikipedia_link_rue}
wikipedia_link_sah                                    directed  unweighted   unipartite    selfloops  nomultiedges         15531     352209   0.00146016    0.00146016              22.7                                    Informational,Webgraph                                                  http://konect.cc/networks/wikipedia_link_en   10209      1194      1511   5548.8      139       611      2.5     58.6                                                      \href{http://konect.cc/networks/wikipedia_link_en}{wikipedia_link_sah}
wikipedia_link_se                                     directed  unweighted   unipartite    selfloops  nomultiedges          8622     259998   0.00349747    0.00349747              30.2                                    Informational,Webgraph                                                  http://konect.cc/networks/wikipedia_link_en    5846       732       913   2391.4      192        97     12.9     89.3                                                       \href{http://konect.cc/networks/wikipedia_link_en}{wikipedia_link_se}
wikipedia_link_so                                     directed  unweighted   unipartite    selfloops  nomultiedges          7439     125060   0.0022599     0.0022599               16.8                                    Informational,Webgraph                                                  http://konect.cc/networks/wikipedia_link_en    4580       544       680   2399.3      136       408      3.8     56.7                                                       \href{http://konect.cc/networks/wikipedia_link_en}{wikipedia_link_so}
