# name                                                 (un)dir    (un)weighted    uni/bi-partite    selfloops    multiedges    nbVertices           nbEdges        density    bindensity    matdensity    averageDegree                                                      tags             weightTag                                                                                          url
kegg_metabolic_pab                                  undirected      unweighted        unipartite    selfloops    multiedges           829    1975              0.00575456    0.00556629    0.00555846          4.76478                                       Biological,Metabolic                  None                                       http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip
kegg_metabolic_pae                                  undirected      unweighted        unipartite    selfloops    multiedges          1581    4606              0.00368778    0.00356397    0.00355902          5.82669                                       Biological,Metabolic                  None                                       http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip
kegg_metabolic_pai                                  undirected      unweighted        unipartite    selfloops    multiedges           958    2389              0.00521157    0.00504832    0.00504269          4.98747                                       Biological,Metabolic                  None                                       http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip
kegg_metabolic_pfu                                  undirected      unweighted        unipartite    selfloops    multiedges           814    2025              0.00611984    0.00592695    0.00591914          4.97543                                       Biological,Metabolic                  None                                       http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip
kegg_metabolic_pho                                  undirected      unweighted        unipartite    selfloops    multiedges           733    1748              0.00651563    0.00630457    0.00629456          4.76944                                       Biological,Metabolic                  None                                       http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip
kegg_metabolic_pmu                                  undirected      unweighted        unipartite    selfloops    multiedges          1167    3306              0.00485919    0.00467479    0.00466852          5.66581                                       Biological,Metabolic                  None                                       http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip
kegg_metabolic_rco                                  undirected      unweighted        unipartite    selfloops    multiedges           785    1826              0.00593397    0.00576004    0.0057479           4.65223                                       Biological,Metabolic                  None                                       http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip
kegg_metabolic_rno                                  undirected      unweighted        unipartite    selfloops    multiedges          1646    4911              0.00362747    0.00348511    0.00347985          5.96719                                       Biological,Metabolic                  None                                       http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip
kegg_metabolic_rpr                                  undirected      unweighted        unipartite    selfloops    multiedges           754    1751              0.00616808    0.00599364    0.00598224          4.64456                                       Biological,Metabolic                  None                                       http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip
kegg_metabolic_rso                                  undirected      unweighted        unipartite    selfloops    multiedges          1642    4720              0.0035034     0.00338127    0.00337591          5.74909                                       Biological,Metabolic                  None                                       http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip
kegg_metabolic_sag                                  undirected      unweighted        unipartite    selfloops    multiedges           875    2215              0.00579274    0.00560209    0.00559543          5.06286                                       Biological,Metabolic                  None                                       http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip
kegg_metabolic_sam                                  undirected      unweighted        unipartite    selfloops    multiedges          1073    3006              0.00522666    0.00505726    0.00505676          5.60298                                       Biological,Metabolic                  None                                       http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip
kegg_metabolic_san                                  undirected      unweighted        unipartite    selfloops    multiedges           880    2230              0.00576585    0.00557734    0.00557076          5.06818                                       Biological,Metabolic                  None                                       http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip
kegg_metabolic_sau                                  undirected      unweighted        unipartite    selfloops    multiedges          1080    3009              0.00516425    0.00499709    0.00499657          5.57222                                       Biological,Metabolic                  None                                       http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip
kegg_metabolic_sav                                  undirected      unweighted        unipartite    selfloops    multiedges          1072    3004              0.00523294    0.00506148    0.00506098          5.60448                                       Biological,Metabolic                  None                                       http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip
kegg_metabolic_sce                                  undirected      unweighted        unipartite    selfloops    multiedges          1378    4106              0.00432779    0.0041689     0.00416244          5.95936                                       Biological,Metabolic                  None                                       http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip
kegg_metabolic_sco                                  undirected      unweighted        unipartite    selfloops    multiedges          1542    4472              0.00376396    0.00362795    0.00362315          5.80026                                       Biological,Metabolic                  None                                       http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip
kegg_metabolic_sfl                                  undirected      unweighted        unipartite    selfloops    multiedges          1560    4544              0.00373678    0.00359237    0.00358646          5.82564                                       Biological,Metabolic                  None                                       http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip
kegg_metabolic_sme                                  undirected      unweighted        unipartite    selfloops    multiedges          1705    5023              0.00345779    0.00333548    0.00333055          5.89208                                       Biological,Metabolic                  None                                       http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip
kegg_metabolic_smu                                  undirected      unweighted        unipartite    selfloops    multiedges           911    2348              0.00566459    0.00550773    0.00549811          5.15477                                       Biological,Metabolic                  None                                       http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip
kegg_metabolic_son                                  undirected      unweighted        unipartite    selfloops    multiedges          1417    4005              0.00399208    0.0038471     0.00384185          5.65279                                       Biological,Metabolic                  None                                       http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip
kegg_metabolic_spg                                  undirected      unweighted        unipartite    selfloops    multiedges           822    2026              0.00600419    0.00583587    0.00583261          4.92944                                       Biological,Metabolic                  None                                       http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip
kegg_metabolic_spm                                  undirected      unweighted        unipartite    selfloops    multiedges           820    2033              0.00605438    0.00588515    0.00588192          4.95854                                       Biological,Metabolic                  None                                       http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip
kegg_metabolic_spn                                  undirected      unweighted        unipartite    selfloops    multiedges           892    2319              0.00583564    0.00563677    0.00562549          5.19955                                       Biological,Metabolic                  None                                       http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip
kegg_metabolic_spo                                  undirected      unweighted        unipartite    selfloops    multiedges          1184    3499              0.00499617    0.00482096    0.00481291          5.91047                                       Biological,Metabolic                  None                                       http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip
kegg_metabolic_spr                                  undirected      unweighted        unipartite    selfloops    multiedges           910    2374              0.00573991    0.00554637    0.00553556          5.21758                                       Biological,Metabolic                  None                                       http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip
kegg_metabolic_spy                                  undirected      unweighted        unipartite    selfloops    multiedges           825    2028              0.00596646    0.00580233    0.00579614          4.91636                                       Biological,Metabolic                  None                                       http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip
kegg_metabolic_sso                                  undirected      unweighted        unipartite    selfloops    multiedges          1035    2576              0.0048141     0.00467424    0.00466289          4.97778                                       Biological,Metabolic                  None                                       http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip
kegg_metabolic_stm                                  undirected      unweighted        unipartite    selfloops    multiedges          1563    4588              0.00375849    0.00360969    0.00360463          5.87076                                       Biological,Metabolic                  None                                       http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip
kegg_metabolic_sto                                  undirected      unweighted        unipartite    selfloops    multiedges           973    2365              0.00500129    0.00484329    0.00483243          4.86125                                       Biological,Metabolic                  None                                       http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip
kegg_metabolic_sty                                  undirected      unweighted        unipartite    selfloops    multiedges          1547    4444              0.00371624    0.00357197    0.00356592          5.74531                                       Biological,Metabolic                  None                                       http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip
kegg_metabolic_syn                                  undirected      unweighted        unipartite    selfloops    multiedges          1264    3415              0.00427829    0.00414019    0.00413408          5.40348                                       Biological,Metabolic                  None                                       http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip
kegg_metabolic_tac                                  undirected      unweighted        unipartite    selfloops    multiedges           768    1972              0.00669546    0.0064647     0.00645616          5.13542                                       Biological,Metabolic                  None                                       http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip
kegg_metabolic_tel                                  undirected      unweighted        unipartite    selfloops    multiedges          1159    3067              0.00457037    0.00442415    0.0044168           5.29249                                       Biological,Metabolic                  None                                       http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip
kegg_metabolic_tma                                  undirected      unweighted        unipartite    selfloops    multiedges           914    2427              0.00581678    0.00564145    0.00563086          5.31072                                       Biological,Metabolic                  None                                       http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip
kegg_metabolic_tpa                                  undirected      unweighted        unipartite    selfloops    multiedges           524    1299              0.00947995    0.00918212    0.0091705           4.95802                                       Biological,Metabolic                  None                                       http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip
kegg_metabolic_tte                                  undirected      unweighted        unipartite    selfloops    multiedges           991    2615              0.00533081    0.00515323    0.0051452           5.2775                                        Biological,Metabolic                  None                                       http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip
kegg_metabolic_tvo                                  undirected      unweighted        unipartite    selfloops    multiedges           778    2010              0.00665006    0.00642179    0.00641352          5.1671                                        Biological,Metabolic                  None                                       http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip
kegg_metabolic_uur                                  undirected      unweighted        unipartite    selfloops    multiedges           321     748              0.0145639     0.0142025     0.0142079           4.66044                                       Biological,Metabolic                  None                                       http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip
kegg_metabolic_vch                                  undirected      unweighted        unipartite    selfloops    multiedges          1422    4051              0.00400958    0.00386458    0.0038584           5.69761                                       Biological,Metabolic                  None                                       http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip
kegg_metabolic_wbr                                  undirected      unweighted        unipartite    selfloops    multiedges           775    2113              0.00704509    0.00681077    0.00679958          5.4529                                        Biological,Metabolic                  None                                       http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip
kegg_metabolic_xac                                  undirected      unweighted        unipartite    selfloops    multiedges          1444    4006              0.0038451     0.00371996    0.00371151          5.54848                                       Biological,Metabolic                  None                                       http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip
kegg_metabolic_xcc                                  undirected      unweighted        unipartite    selfloops    multiedges          1454    4056              0.00383971    0.00371342    0.00370509          5.57909                                       Biological,Metabolic                  None                                       http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip
kegg_metabolic_xfa                                  undirected      unweighted        unipartite    selfloops    multiedges          1092    2906              0.00487841    0.00471532    0.00470538          5.32234                                       Biological,Metabolic                  None                                       http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip
kegg_metabolic_ype                                  undirected      unweighted        unipartite    selfloops    multiedges          1474    4204              0.00387251    0.00373203    0.0037249           5.70421                                       Biological,Metabolic                  None                                       http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip
kegg_metabolic_ypk                                  undirected      unweighted        unipartite    selfloops    multiedges          1452    4102              0.00389396    0.00375304    0.00374566          5.65014                                       Biological,Metabolic                  None                                       http://santafe.edu/~aaronc/data/kegg2006_metabolic.zip
kidnappings                                           directed      unweighted         bipartite  noselfloops  nomultiedges           351     402              0.00327228    0.00327228    0.00326296          1.1453                                              Social,Offline                  None  https://sites.google.com/site/ucinetsoftware/datasets/covert-networks/philippinekidnappings
law_firm                                              directed      unweighted        unipartite  noselfloops    multiedges            71    2571              0.517304      0.3167        0.31224            36.2113                                   Social,Offline,Multilayer                  None                                                        https://manliodedomenico.com/data.php
lesmis                                              undirected        weighted        unipartite  noselfloops  nomultiedges            77     254              0.0868079     0.0868079     0.0856806           6.5974                                            Social,Fictional                 value                                                  http://www-personal.umich.edu/~mejn/netdata
london_transport                                    undirected        weighted        unipartite  noselfloops    multiedges           369     441              0.00649523    0.00633322    0.00631605          2.39024                  Transportation,PublicTransport,Multilayer                weight                                                        https://manliodedomenico.com/data.php
macaque_neural                                      undirected      unweighted        unipartite  noselfloops    multiedges            47     505              0.46716       0.289547      0.283386           21.4894                                       Biological,Connectome                  None                                                https://sites.google.com/site/bctnet/datasets
macaques                                              directed        weighted        unipartite  noselfloops  nomultiedges            62    1187              0.313855      0.313855      0.308793           19.1452                                               Social,Animal                weight                                                         http://konect.cc/networks/moreno_mac
malaria_genes_HVR_1                                 undirected      unweighted        unipartite  noselfloops  nomultiedges           307    2812              0.0598667     0.0598667     0.0596717          18.3192                    Biological,Genetic,Projection,Multilayer                  None                             https://github.com/dblarremore/data_malaria_PLOSCompBiology_2013
malaria_genes_HVR_2                                 undirected      unweighted        unipartite  noselfloops  nomultiedges           307    1446              0.030785      0.030785      0.0306847           9.4202                    Biological,Genetic,Projection,Multilayer                  None                             https://github.com/dblarremore/data_malaria_PLOSCompBiology_2013
malaria_genes_HVR_3                                 undirected      unweighted        unipartite  noselfloops  nomultiedges           307     659              0.0140299     0.0140299     0.0139842           4.29316                   Biological,Genetic,Projection,Multilayer                  None                             https://github.com/dblarremore/data_malaria_PLOSCompBiology_2013
malaria_genes_HVR_4                                 undirected      unweighted        unipartite  noselfloops  nomultiedges           307    1214              0.0258457     0.0258457     0.0257615           7.90879                   Biological,Genetic,Projection,Multilayer                  None                             https://github.com/dblarremore/data_malaria_PLOSCompBiology_2013
malaria_genes_HVR_5                                 undirected      unweighted        unipartite  noselfloops  nomultiedges           307    2684              0.0571416     0.0571416     0.0569555          17.4853                    Biological,Genetic,Projection,Multilayer                  None                             https://github.com/dblarremore/data_malaria_PLOSCompBiology_2013
malaria_genes_HVR_6                                 undirected      unweighted        unipartite  noselfloops  nomultiedges           307    3263              0.0694684     0.0694684     0.0692421          21.2573                    Biological,Genetic,Projection,Multilayer                  None                             https://github.com/dblarremore/data_malaria_PLOSCompBiology_2013
malaria_genes_HVR_7                                 undirected      unweighted        unipartite  noselfloops  nomultiedges           307   11688              0.248834      0.248834      0.248024           76.1433                    Biological,Genetic,Projection,Multilayer                  None                             https://github.com/dblarremore/data_malaria_PLOSCompBiology_2013
malaria_genes_HVR_8                                 undirected      unweighted        unipartite  noselfloops  nomultiedges           307    3961              0.0843286     0.0843286     0.0840539          25.8046                    Biological,Genetic,Projection,Multilayer                  None                             https://github.com/dblarremore/data_malaria_PLOSCompBiology_2013
malaria_genes_HVR_9                                 undirected      unweighted        unipartite  noselfloops  nomultiedges           307    7579              0.161355      0.161355      0.160829           49.3746                    Biological,Genetic,Projection,Multilayer                  None                             https://github.com/dblarremore/data_malaria_PLOSCompBiology_2013
malaria_genes_combined                              undirected      unweighted        unipartite  noselfloops    multiedges           307   35306              0.751655      0.466266      0.464748          230.007                     Biological,Genetic,Projection,Multilayer                  None                             https://github.com/dblarremore/data_malaria_PLOSCompBiology_2013
marvel_partnerships                                 undirected      unweighted        unipartite  noselfloops  nomultiedges           350     346              0.00566517    0.00566517    0.00564898          1.97714                                           Social,Fictional                  None                                                                            http://ix.io/1omF
marvel_universe                                     undirected      unweighted        unipartite  noselfloops  nomultiedges         19428   95497              0.000506041   0.000506041   0.000506015         9.83086                                           Social,Fictional                  None                                             http://bioinfo.uib.es/~joemiro/marvel/porgat.txt
messal_shale                                          directed        weighted        unipartite    selfloops  nomultiedges           700    6444              0.0131698     0.013151      0.013151            9.20571                               Biological,FoodWeb,Uncertain                  None                                        http://datadryad.org/resource/doi:10.5061/dryad.ps0f0
montreal                                            undirected      unweighted        unipartite  noselfloops  nomultiedges            35      78              0.131092      0.131092      0.127347            4.45714                                         Social,Affiliation                  None    https://sites.google.com/site/ucinetsoftware/datasets/covert-networks/montrealstreetgangs
moreno_sheep                                          directed        weighted        unipartite  noselfloops  nomultiedges            28     250              0.330688      0.330688      0.318878            8.92857                                              Social,Animal                weight                                                       http://konect.cc/networks/moreno_sheep
mouse_control_rnn                                     directed        weighted               N/A  noselfloops  nomultiedges           669  178480              0.399381      0.399381      0.398784          266.786                                                      Learned                   N/A                                            http://dx.doi.org/%2010.1016/j.neuron.2021.06.007
mouse_meso                                            directed        weighted               N/A    selfloops  nomultiedges           213    1947              0.0431172     0.0429148     0.0429148           9.14085                                      Biological,Connectome                   N/A                                                     http://dx.doi.org/%2010.1038/nature13186
mouse_rnn                                             directed        weighted               N/A  noselfloops  nomultiedges           178   28375              0.900622      0.900622      0.895562          159.41                                                       Learned                   N/A                                            http://dx.doi.org/%2010.1016/j.neuron.2021.06.007
mouse_voxel                                           directed        weighted               N/A  noselfloops  nomultiedges         15314       2.07409e+08    0.88446       0.88446       0.884402        13543.7                                          Biological,Connectome                   N/A                                                  http://dx.doi.org/%2010.1126/SCIADV.ABB7187
netscience                                          undirected        weighted        unipartite  noselfloops  nomultiedges          1589    2742              0.00217332    0.00217332    0.00217195          3.45123                            Social,Collaboration,Projection                 value                                                 http://www-personal.umich.edu/~mejn/netdata/
new_guinea_tribes                                   undirected      unweighted        unipartite  noselfloops  nomultiedges            16      58              0.483333      0.483333      0.453125            7.25                                         Social,Offline,Signed                  None                                                       http://konect.cc/networks/ucidata-gama
new_zealand_collab                                  undirected        weighted        unipartite  noselfloops  nomultiedges          1511    4273              0.0037456     0.0037456     0.00374312          5.65586                                       Social,Collaboration                weight                                                  https://doi.org/10.6084/m9.figshare.5705167
non_financial_institution04-Jan-2001                undirected        weighted               N/A  noselfloops  nomultiedges           155   23596              1.97704       0.988521      0.982144          304.465                                                     Economic                   N/A                                                        https://doi.org/10.5061/dryad.5b8n621
november17                                          undirected      unweighted        unipartite  noselfloops  nomultiedges            22      66              0.285714      0.285714      0.272727            6                                                   Social,Offline                  None          https://sites.google.com/site/ucinetsoftware/datasets/covert-networks/rhodesbombing
openflights                                           directed        weighted        unipartite    selfloops    multiedges          3214   66771              0.00646593    0.00357287    0.00357287         20.775                                       Transportation,Airport                  None                                                            https://openflights.org/data.html
packet_delays                                         directed        weighted        unipartite    selfloops    multiedges            10    9567            106.3           1             1                 956.7                                    Technological,Communication                  None                                             http://math.bu.edu/people/kolaczyk/datasets.html
pdumerilii_desmosomal                               undirected      unweighted               N/A    selfloops    multiedges          2807   25028              0.00635515    0.00138416    0.00138414         17.8326                                       Biological,Connectome                   N/A                                                          https://doi.org/10.7554/eLife.71231
pdumerilii_neuronal                                   directed      unweighted               N/A    selfloops    multiedges          2544   25089              0.00387811    0.00188383    0.00188383          9.86203                                      Biological,Connectome                   N/A                                                    https://doi.org/10.1101/2020.08.21.260984
physician_trust                                       directed      unweighted        unipartite  noselfloops  nomultiedges           241    1098              0.0189834     0.0189834     0.0189046           4.55602                                             Social,Offline                  None                                                  http://konect.cc/networks/moreno_innovation
physics_collab_arXiv                                undirected        weighted        unipartite  noselfloops    multiedges         14488   59026              0.000562453   0.000335179   0.000335156         8.14826                 Social,Collaboration,Multilayer,Projection                weight                                                        https://manliodedomenico.com/data.php
physics_collab_pierreAuger                          undirected        weighted        unipartite  noselfloops    multiedges           514    7153              0.0542547     0.0491653     0.0490696          27.8327                  Social,Collaboration,Multilayer,Projection                weight                                                        https://manliodedomenico.com/data.php
plant_pol_kato                                      undirected        weighted         bipartite  noselfloops  nomultiedges           772    1206              0.00405234    0.00405234    0.00404709          3.12435                                         Biological,Foodweb                 count                                              https://iwdb.nceas.ucsb.edu/html/kato_1990.html
plant_pol_robertson                                 undirected      unweighted         bipartite  noselfloops    multiedges          1884   15265              0.00860589    0.00860025    0.00859568         16.2049                                          Biological,Foodweb                  None                                         https://iwdb.nceas.ucsb.edu/html/robertson_1929.html
plant_pol_vazquez_All_sites_pooled                  undirected        weighted         bipartite  noselfloops  nomultiedges           144     164              0.0159285     0.0159285     0.0158179           2.27778                              Biological,Foodweb,Multilayer                 count                                           https://iwdb.nceas.ucsb.edu/html/vazquez_2002.html
plant_pol_vazquez_Arroyo_Goye                       undirected        weighted         bipartite  noselfloops  nomultiedges           144      43              0.00417638    0.00417638    0.00414738          0.597222                             Biological,Foodweb,Multilayer                 count                                           https://iwdb.nceas.ucsb.edu/html/vazquez_2002.html
plant_pol_vazquez_Cerro_Lopez                       undirected        weighted         bipartite  noselfloops  nomultiedges           144      45              0.00437063    0.00437063    0.00434028          0.625                                Biological,Foodweb,Multilayer                 count                                           https://iwdb.nceas.ucsb.edu/html/vazquez_2002.html
plant_pol_vazquez_Llao_Llao                         undirected        weighted         bipartite  noselfloops  nomultiedges           144      42              0.00407925    0.00407925    0.00405093          0.583333                             Biological,Foodweb,Multilayer                 count                                           https://iwdb.nceas.ucsb.edu/html/vazquez_2002.html
plant_pol_vazquez_Mascardi_c                        undirected        weighted         bipartite  noselfloops  nomultiedges           144      36              0.0034965     0.0034965     0.00347222          0.5                                  Biological,Foodweb,Multilayer                 count                                           https://iwdb.nceas.ucsb.edu/html/vazquez_2002.html
plant_pol_vazquez_Mascardi_nc                       undirected        weighted         bipartite  noselfloops  nomultiedges           144      51              0.00495338    0.00495338    0.00491898          0.708333                             Biological,Foodweb,Multilayer                 count                                           https://iwdb.nceas.ucsb.edu/html/vazquez_2002.html
plant_pol_vazquez_Quetrihue_c                       undirected        weighted         bipartite  noselfloops  nomultiedges           144      47              0.00456488    0.00456488    0.00453318          0.652778                             Biological,Foodweb,Multilayer                 count                                           https://iwdb.nceas.ucsb.edu/html/vazquez_2002.html
plant_pol_vazquez_Quetrihue_nc                      undirected        weighted         bipartite  noselfloops  nomultiedges           144      31              0.00301088    0.00301088    0.00298997          0.430556                             Biological,Foodweb,Multilayer                 count                                           https://iwdb.nceas.ucsb.edu/html/vazquez_2002.html
plant_pol_vazquez_Safariland                        undirected        weighted         bipartite  noselfloops  nomultiedges           144      39              0.00378788    0.00378788    0.00376157          0.541667                             Biological,Foodweb,Multilayer                 count                                           https://iwdb.nceas.ucsb.edu/html/vazquez_2002.html
polblogs                                              directed      unweighted        unipartite    selfloops    multiedges          1490   19090              0.00860449    0.00856943    0.00856943         12.8121                                      Informational,Webgraph                  None                                                  http://www-personal.umich.edu/~mejn/netdata
polbooks                                            undirected      unweighted        unipartite  noselfloops  nomultiedges           105     441              0.0807692     0.0807692     0.08                8.4                                      Informational,Relatedness                  None                                                  http://www-personal.umich.edu/~mejn/netdata
power                                               undirected      unweighted        unipartite  noselfloops  nomultiedges          4941    6594              0.000540303   0.000540303   0.000540193         2.6691                                     Technological,Powergrid                  None                                                 http://www-personal.umich.edu/~mejn/netdata/
qa_user_mathoverflow_c2a                              directed      unweighted        unipartite    selfloops    multiedges         13840  195330              0.00101983    0.000423508   0.000423508        14.1134                                    Social,Online,Timestamps                  None                                          http://snap.stanford.edu/data/sx-stackoverflow.html
qa_user_mathoverflow_c2q                              directed      unweighted        unipartite    selfloops    multiedges         16836  203639              0.00071847    0.000357483   0.000357483        12.0955                                    Social,Online,Timestamps                  None                                          http://snap.stanford.edu/data/sx-stackoverflow.html
reactome                                            undirected      unweighted        unipartite    selfloops  nomultiedges          6327  147547              0.00737282    0.00737049    0.007337           46.6404                              Biological,Proteininteractions                  None                                                           http://konect.cc/networks/reactome
reality_mining                                      undirected      unweighted        unipartite  noselfloops    multiedges            96       1.0864e+06   238.246         0.556798      0.550998        22633.4                                      Social,Offline,Timestamps                  None                                                                http://konect.cc/networks/mit
residence_hall                                        directed        weighted        unipartite  noselfloops  nomultiedges           217    2672              0.0570063     0.0570063     0.0567436          12.3134                                              Social,Offline                weight                                                          http://konect.cc/networks/moreno_oz
rhesus_monkey                                         directed        weighted        unipartite  noselfloops  nomultiedges            16     111              0.4625        0.4625        0.433594            6.9375                                               Social,Animal                weight                                                      http://konect.cc/networks/moreno_rhesus
sp_high_school_diaries                                directed        weighted        unipartite  noselfloops  nomultiedges           329     502              0.00465194    0.00465194    0.0046378           1.52584                                    Social,Offline,Temporal                weight           http://www.sociopatterns.org/datasets/high-school-contact-and-friendship-networks/
sp_high_school_facebook                             undirected        weighted        unipartite  noselfloops  nomultiedges           329    1437              0.0266328     0.0266328     0.0265519           8.73556                                    Social,Offline,Temporal                  None           http://www.sociopatterns.org/datasets/high-school-contact-and-friendship-networks/
sp_high_school_new_2011                             undirected      unweighted        unipartite    selfloops    multiedges           126   28561              3.62679       0.213723      0.215357          453.349                                      Social,Offline,Temporal                  None                  http://www.sociopatterns.org/datasets/high-school-dynamic-contact-networks/
sp_high_school_new_2012                             undirected      unweighted        unipartite  noselfloops    multiedges           180   45047              2.79621       0.137803      0.137037          500.522                                      Social,Offline,Temporal                  None                  http://www.sociopatterns.org/datasets/high-school-dynamic-contact-networks/
sp_high_school_proximity                            undirected        weighted        unipartite  noselfloops    multiedges           329  188508              3.49374       0.107829      0.107501         1145.95                                       Social,Offline,Temporal                  None           http://www.sociopatterns.org/datasets/high-school-contact-and-friendship-networks/
sp_high_school_survey                                 directed        weighted        unipartite  noselfloops  nomultiedges           329     668              0.00619023    0.00619023    0.00617141          2.0304                                     Social,Offline,Temporal                  None           http://www.sociopatterns.org/datasets/high-school-contact-and-friendship-networks/
sp_hospital                                         undirected      unweighted        unipartite  noselfloops    multiedges            75   32424             11.6843        0.41045       0.404978          864.64                                       Social,Offline,Temporal                  None                 http://www.sociopatterns.org/datasets/hospital-ward-dynamic-contact-network/
sp_hypertext_contacts                               undirected      unweighted        unipartite  noselfloops    multiedges           113   20818              3.28982       0.347029      0.343958          368.46                                       Social,Offline,Temporal                  None                http://www.sociopatterns.org/datasets/hypertext-2009-dynamic-contact-network/
sp_hypertext_intervals                              undirected      unweighted        unipartite  noselfloops  nomultiedges           113    2196              0.347029      0.347029      0.343958           38.8673                                     Social,Offline,Temporal                  None                http://www.sociopatterns.org/datasets/hypertext-2009-dynamic-contact-network/
sp_infectious                                       undirected      unweighted        unipartite  noselfloops    multiedges         10972  415912              0.00691034    0.000739646   0.000739579        75.8133                                     Social,Offline,Temporal                  None     http://www.sociopatterns.org/datasets/infectious-sociopatterns-dynamic-contact-networks/
sp_kenyan_households                                undirected      unweighted        unipartite    selfloops    multiedges            47   32643             30.197         0.448582      0.45722          1389.06                                       Social,Offline,Temporal                  None                     http://www.sociopatterns.org/datasets/kenyan-households-contact-network/
sp_office                                           undirected        weighted        unipartite  noselfloops    multiedges            92    9827              2.34759       0.180363      0.178403          213.63                                       Social,Offline,Temporal                  None                               http://www.sociopatterns.org/datasets/contacts-in-a-workplace/
sp_primary_school_day_1                             undirected        weighted        unipartite  noselfloops  nomultiedges           236    5899              0.21273       0.21273       0.211828           49.9915                                     Social,Offline,Temporal                 count                    http://www.sociopatterns.org/datasets/primary-school-cumulative-networks/
